id_estabelecimento_cnes,cep,logradouro,bairro,latitude,longitude
2908670,04437140,Rua Domingos Furtado Valadares,Jardim Consorcio,-23.67249542858219,-46.673216499954094
1102516,01156040,Largo Padre Pericles,Barra Funda,-23.531995568492846,-46.66288431574687
0862002,02235001,Avenida Roland Garros,Jardim Brasil,-23.47677563674603,-46.57334736968052
1125257,02517010,Rua Reims,Casa Verde,-23.507916394792975,-46.663728745293746
1117904,02803050,Rua Itaiquara,Itaberaba,-23.486795109353128,-46.69373623877137
4629965,02963000,Rua Doutor Artur Fajardo,Freguesia Do O,-23.4873563167673,-46.698973792322164
1115073,03132010,Rua Ettore Ximenes,Vila Prudente,-23.582721151800303,-46.58208415235283
0760420,03542100,Rua Santo Alexandre,Vila Matilde,-23.531075000395454,-46.51565579832025
1106384,04169000,Avenida Do Cursino,Jardim Celeste,-23.650828141439813,-46.614269498085235
1125397,04428010,Avenida Yervant Kissajikian,Cidade Ademar,-23.6777051483982,-46.65811144517984
1112279,04640050,Rua Maria Luisa De Andrade Martins Roque,Jardim Cordeiro,-23.638789500887242,-46.679191228744976
1130501,05358130,Rua Vicente De Saboia,Rio Pequeno,-23.57344029172748,-46.74961269274264
1112783,05797260,Rua Felix De Carvalho,Jardim Ipe,-23.65407418470049,-46.77307516903911
1127004,05885370,Rua Waldemar Ortega,Jardim Comercial,-23.67402178187312,-46.783513014091994
0519022,08295001,Travessa Particular,Cidade Lider,-23.552537201038152,-46.46296189387317
4830520,08431060,Rua Joao Bodin,Lajeado,-23.534254708835796,-46.41938269496711
4838831,05625100,Rua Jorge Alves Ferreira,Vila Sonia,-23.601431305092333,-46.731303752950936
0367044,05866000,Avenida Comendador Sant Anna,Jardim Angela,-23.67680481963885,-46.771808813249095
4756088,03568010,Rua Doutor Campos Moura,Parque Artur Alvim,-23.54152254330017,-46.48435406473675
4745892,03585150,Rua Luis Norberto Freire,Jardim Santa Terezinha,-23.570674505573063,-46.49089081297648
4697006,05576100,Rua Candido Fontoura,Jardim Boa Vista,-23.585221306491277,-46.78615500356829
6264980,03043050,Rua Coronel Mursa,Bras,-23.549334845413128,-46.617102861396496
6367941,02415000,Avenida Santa Ines,Mandaqui,-23.473476856981925,-46.63172540960785
2787067,04849308,Avenida Sao Paulo,Gaivotas,-23.734071635051826,-46.66071302564048
4414020,03132080,Rua Ingai,Vila Prudente,-23.58311824389968,-46.583838334963175
0541311,01010000,Rua Carlos Sicardi,Vila Nova Maua,-23.62655940530815,-46.47677529539665
1059289,01533000,Rua Apeninos,Aclimacao,-23.57025813285891,-46.63887877341238
1097016,02261020,Rua Freire Bastos,Jacana,-23.467315200376884,-46.577814429959396
0414964,03136010,Rua Cavour,Vila Prudente,-23.58190231641918,-46.57776394221336
4555287,04023061,Rua Botucatu,Vila Clementino,-23.594016065631454,-46.64206981738246
1102524,04661300,Avenida Interlagos,Campo Grande,-23.687338927716148,-46.691999965527366
1106899,04707051,Rua Andrea Paulinetti,Jardim Das Acacias,-23.62623450389663,-46.69222709057737
1094696,05458001,Avenida Diogenes Ribeiro De Lima,Alto De Pinheiros,-23.54143099554937,-46.717459964156
1100858,05460020,Rua Miralta,Alto De Pinheiros,-23.55328772059871,-46.71154008997149
4415019,05855290,Rua Landolfo De Andrade,Parque Maria Helena,-23.660876733798105,-46.76652240556381
4421353,08210180,Rua Barros Cassal,Itaquera,-23.540116762054716,-46.45500904273895
4413857,03989000,Avenida Sapopemba,Sao Rafael,-23.618167809995715,-46.45890507613171
9863648,02127001,Avenida Alberto Byington,Vila Maria,-23.50554062612945,-46.58818122053695
0621528,02219000,Avenida Nossa Senhora Do Loreto,Vila Medeiros,-23.488790957346357,-46.583908040063484
0367273,03239080,Rua Doutor Nogueira De Noronha,Parque Sao Lucas,-23.596747655392676,-46.54654121974004
9961755,03715000,Rua Alianca,Cangaiba,-23.50754404372346,-46.539471326979424
0452904,04012060,Rua Caravelas,Vl Mariana,-23.582280999690735,-46.64868314396664
7291183,05139080,Rua Banabuiu,Pirituba,-23.48870157733794,-46.73301688158447
7962851,02611002,Avenida Parada Pinto,Mandaqui,-23.46839042081921,-46.65010175360026
0067539,03511050,Rua Durvalina,Vila Matilde,-23.53606226574447,-46.52848724074206
6401015,04750080,Rua Cerqueira Cesar,Jardim Abrantes,-23.649881470077826,-46.70907869143844
7018355,08465000,Rua Utaro Kanai,Guaianazes,-23.56745055389931,-46.39399925540962
2766000,04462000,Estrada Do Alvarenga,Pedreira,-23.698396761724574,-46.65539636882964
2788160,05816170,Rua Jean De Brienne,Novo Santo Amaro,-23.6666490001392,-46.7383440174061
5053994,01509001,Rua Jose Getulio,Liberdade,-23.567440500831708,-46.63580406501594
5009758,02731000,Rua Bonifacio Cubas,Vila Albertina,-23.499279556139367,-46.69407859518138
3439690,05061400,Rua Cerro Cora,Alto Da Lapa,-23.535513535953218,-46.71609951823418
5071550,05119000,Avenida Do Anastacio,Sao Domingos,-23.493449342724727,-46.736678584185086
5327172,04743030,Rua Isabel Schmidt,Alto Da Boa Vista,-23.65170785904472,-46.702838648460904
6133614,05850230,Rua Manuel Bordalo Pinheiro,Parque Sto Antonio,-23.658662026340902,-46.75663559848898
3837033,01526020,Rua Espirito Santo,Liberdade,-23.56824404288403,-46.630376625581505
6338666,03362030,Rua Cristovao Girao,Vila Formosa,-23.566083125454913,-46.543610373810665
1143980,04635020,Rua Palacete Das Aguias,Vila Mascote,-23.639831273486397,-46.67113018755145
5700094,03106010,Rua Dona Ana Neri,Cambuci,-23.560042432739678,-46.61580559528047
5752558,04757120,Rua Paula Cruz,Jardim Dom Bosco,-23.651054692689463,-46.71650253836819
5755549,01504001,Rua Vergueiro,Liberdade,-23.56897026101834,-46.63974361871454
5700086,05083030,Rua Doutor Jose Elias,Alto Da Lapa,-23.531779262929724,-46.71699239462822
5755514,02463100,Rua Arcangelo Corelli,Imirim,-23.488528547408563,-46.64521367891786
5759366,05025010,Rua Raul Pompeia,Vila Pompeia,-23.53045312671294,-46.687889501807064
3539768,04260000,Avenida Doutor Ricardo Jafet,Vila Monumento,-23.58203005777484,-46.614894823251205
5697689,02831000,Rua Parapua,Itaberaba,-23.483390028190442,-46.693089610266156
5752523,04757120,Rua Paula Cruz,Jardim Dom Bosco,-23.651054692689463,-46.71650253836819
5755654,01239040,Rua Mato Grosso,Parque Residencial Cocaia,-23.715907327777078,-46.65973712832447
6365825,04829310,Rua Cassio De Campos Nogueira,Jardim Das Imbuias,-23.729284478792845,-46.71226817324912
7712766,01156040,Largo Padre Pericles,Barra Funda,-23.531995568492846,-46.66288431574687
9096523,01239040,Rua Mato Grosso,Parque Residencial Cocaia,-23.715907327777078,-46.65973712832447
5469783,01239040,Rua Mato Grosso,Parque Residencial Cocaia,-23.715907327777078,-46.65973712832447
6776701,01538000,Avenida Lins De Vasconcelos,Cambuci,-23.57175881515073,-46.622598352894684
6527019,01539000,Rua Teodureto Souto,Cambuci,-23.56967871882457,-46.62075942604329
6802818,02127000,Avenida Alberto Byington,Vila Maria,-23.508529827163915,-46.5864235887061
7240309,02266000,Avenida Maestro Villa Lobos,Tucuruvi,-23.479729236742514,-46.60064815802202
7368771,02310000,Avenida Mazzei,Tucuruvi,-23.462059731878718,-46.598441535734544
7909217,02318000,Avenida Antonelo Da Messina,Sitio Do Piqueri,-23.449675077355987,-46.58720145969364
7340818,02372090,Rua Mamud Rahd,Tremembe,-23.460374563682663,-46.62530045233188
7182155,02616090,Rua Felisberto Freire,Vila Continental,-23.46755584357395,-46.65564275447171
6961290,02919090,Rua Conde De Resende,Vila Pereira Barreto,-23.490401523861706,-46.7166811587056
7861303,03356060,Praca Doutor Sampaio Vidal,Vila Formosa,-23.56749174010908,-46.54048364766154
6604668,03374001,Avenida Sapopemba,Sao Rafael,-23.60047573806758,-46.4991495999834
6863957,03453000,Avenida Rio Das Pedras,Jardim Aricanduva,-23.57515770995338,-46.504339554952196
7665296,03453000,Avenida Rio Das Pedras,Jardim Aricanduva,-23.57515770995338,-46.504339554952196
7841507,03523000,Rua Fernandes Portalegre,Vila Matilde,-23.549936916999265,-46.51558712922799
7033389,03564000,Avenida Paraguassu Paulista,Vila Santa Teresa,-23.536879980689633,-46.494166834403686
7794800,03568010,Rua Doutor Campos Moura,Parque Artur Alvim,-23.54152254330017,-46.48435406473675
6796761,03916000,Avenida Da Barreira Grande,Aricanduva,-23.587929964009856,-46.51272965769805
6448186,04040004,Rua Loefgren,Vila Clementino,-23.59919575320989,-46.64746737639727
7454406,04304000,Avenida Fagundes Filho,Vila Monte Alegre,-23.627066380235515,-46.636191552470756
7841477,04304110,Rua Major Freire,Vila Monte Alegre,-23.627785075129456,-46.636591897016736
6726119,04620001,Rua Bernardino De Campos,Brooklin,-23.62428107739657,-46.681137521970356
7335792,04741000,Rua Conde De Itu,Alto Da Boa Vista,-23.647818936445166,-46.70165295768623
7748205,04801000,Avenida Senador Teotonio Vilela,Cidade Dutra,-23.716171611950877,-46.70151935056337
7721897,04843020,Rua Giovanni Bononcini,Parque Sao Paulo,-23.73885250957684,-46.69833530878438
7931611,05078000,Rua Brigadeiro Gaviao Peixoto,Alto Da Lapa,-23.52418072700485,-46.715952055813084
7622481,05110000,Avenida Mutinga,Sao Domingos,-23.493694236629242,-46.749331233153875
7820577,05441030,Rua Juatuba,Sumarezinho,-23.543558000003944,-46.69534533333877
7756836,05724002,Avenida Giovanni Gronchi,Vila Sonia,-23.615555573331207,-46.72946621819851
6832660,05879450,Rua Luar Do Sertao,Chacara Santa Maria,-23.691365588160732,-46.79596734258448
5077184,08080650,Rua Doutor Jose De Porciuncula,Jardim Helena,-23.483424554357725,-46.425369584842805
6308791,08210790,Rua Sabado D Angelo,Itaquera,-23.53593136189027,-46.45133408171721
7881053,08215150,Rua Narciso Araujo,Itaquera,-23.536320243893243,-46.44327691828238
3203654,01533000,Rua Apeninos,Aclimacao,-23.57025813285891,-46.63887877341238
7732147,02124040,Rua Osaka,Vila Maria,-23.506436931277367,-46.577830271503096
9078207,03342000,Avenida Regente Feijo,Vila Formosa,-23.561203349792827,-46.56417647778434
7820690,04023060,Rua Botucatu,Vila Clementino,-23.59222045457133,-46.642072863428815
5340292,04843060,Rua Vicente Do Rego Monteiro,Parque Sao Paulo,-23.73617022275233,-46.701647571007264
5079365,05049030,Rua Mipibu,Vila Romana,-23.533274632972816,-46.700354372230436
7363567,04827110,Rua Cassiano Dos Santos,Rio Bonito,-23.721948862975644,-46.70026750465293
7018533,01108000,Avenida Do Estado,Bom Retiro,-23.534680367562324,-46.62565257211172
7271913,01139002,Avenida Comendador Martinelli,Barra Funda,-23.514437001885543,-46.689566499288
6543162,02135000,Avenida Conceicao,Vila Medeiros,-23.498264296706658,-46.58807788776638
7272553,02350003,Avenida Maria Amalia Lopes De Azevedo,Vila Albertina,-23.4569512901798,-46.58771794748782
7001320,08253210,Rua Isabel Urbina,Jose Bonifacio,-23.546935334175874,-46.4379309984293
3304566,03646000,Rua Atuai,Vila Esperanca,-23.524968463237705,-46.52989469503487
6927726,01329000,Rua Dos Ingleses,Morro Dos Ingleses,-23.5616750992808,-46.646939406698436
9078096,01139001,Avenida Marques De Sao Vicente,Barra Funda,-23.52088104284275,-46.66847725634418
9301224,02409071,Travessa Roberto Rocha Mendes,Mandaqui,-23.475706461548732,-46.625733538469404
7964412,02451040,Rua Francisca Biriba,Imirim,-23.49878715679717,-46.64297141221262
9223134,02735040,Rua Dias Velho,Vila Primavera,-23.491447442442084,-46.69315478411982
9301348,03142001,Rua Inacio,Vila Prudente,-23.590650202698455,-46.57601224867043
7980639,03236000,Rua Orlando Calisto,Parque Sao Lucas,-23.590319493310517,-46.554438897490755
9349782,03647000,Rua Maria Carlota,Vila Esperanca,-23.52738038888224,-46.52793401461671
9369201,03648000,Avenida Padres Olivetanos,Vila Esperanca,-23.525268823312125,-46.52557353581518
7910045,03658001,Rua Itingucu,Vila Re,-23.52945271728597,-46.498170938901964
9150706,03949200,Avenida Mateo Bei,Cidade Sao Mateus,-23.60148124166211,-46.48353355249461
9568972,03950000,Rua Andre De Almeida,Sao Mateus,-23.590580610070752,-46.487194137356425
6569439,04041000,Rua Correia De Lemos,Chacara Inglesa,-23.605749269506674,-46.635912458123336
9380191,04297000,Avenida Padre Arlindo Vieira,Vila Vermelha,-23.628743849845627,-46.602564235003605
6369227,04304010,Avenida Fagundes Filho,Vila Monte Alegre,-23.62669387995713,-46.6361046689031
9917616,04602002,Rua Barao Do Triunfo,Brooklin,-23.622761454169975,-46.68181792435885
7881096,05866000,Avenida Comendador Sant Anna,Jardim Angela,-23.67680481963885,-46.771808813249095
7737955,08050000,Estrada Do Imperador,Vila Jacui,-23.513646302975594,-46.45682828077703
9569308,08081000,Rua Sao Goncalo Do Rio Das Pedras,Jardim Helena,-23.48712345058226,-46.41901802312367
7557264,08110250,Rua Professor Carlos De Assis Figueiredo,Itaim Paulista,-23.497166750234715,-46.401423068609645
9611835,08320870,Rua Da Vitoria,Sao Rafael,-23.624963588162082,-46.47769669142859
9642099,03360010,Rua Saigon,Vila Formosa,-23.57102260699531,-46.538615247689464
7095023,04011002,Rua Estela,Vl Mariana,-23.580486241486025,-46.64821899985735
9025014,04905001,Estrada Do M Boi Mirim,Jardim Boa Vista,-23.6752291654215,-46.75029934051074
9152318,05047000,Rua Coriolano,Vila Pompeia,-23.526030554803793,-46.68985683360921
9332995,05831055,Rua Amitaba,Chacara Santana,-23.671408194128787,-46.74460283968976
6982832,04889000,Rua Jusa,Parelheiros,-23.82158076200868,-46.75515021444452
7030436,08420750,Rua Luis Mateus,Guaianazes,-23.556750482725953,-46.421863314096555
6135846,04858550,Rua Das Pleiades,Jd Maria Amalia,-23.77375773538275,-46.713128616606134
6376215,05379000,Avenida Do Rio Pequeno,Rio Pequeno,-23.566251037348476,-46.752520659975104
2031817,01508020,Rua Pirapitingui,Liberdade,-23.56296265918066,-46.63776106196261
9855815,01124040,Rua Jorge Velho,Bom Retiro,-23.526951666827337,-46.63197877757383
7910029,04674901,Avenida Sargento Geraldo Santana,Jd Taquaral,-23.665078332707104,-46.682386100700086
9631135,05271000,Rua Leopoldo De Passos Lima,Jardim Santa Fe,-23.429099380005923,-46.79323010719369
9917527,04937000,Estrada Do Guavirituba,Vila Bom Jardim,-23.684704014450638,-46.76158209984897
1062549,02333000,Avenida Agua Fria,Mandaqui,-23.48325482549217,-46.6227466568267
1076884,02333001,Avenida Agua Fria,Mandaqui,-23.476944494320264,-46.6204406275531
2865394,04294000,Rua Abagiba,Moinho Velho,-23.621038496772545,-46.60645692459424
2852624,04304010,Avenida Fagundes Filho,Vila Monte Alegre,-23.62669387995713,-46.6361046689031
2958643,03342000,Avenida Regente Feijo,Vila Formosa,-23.561203349792827,-46.56417647778434
7687001,03505000,Rua Doutor Luis Carlos,Vila Matilde,-23.534568742765057,-46.54075186044441
7295901,03568010,Rua Doutor Campos Moura,Parque Artur Alvim,-23.54152254330017,-46.48435406473675
6988660,04304000,Avenida Fagundes Filho,Vila Monte Alegre,-23.627066380235515,-46.636191552470756
9000402,04366000,Avenida Cupece,Cidade Ademar,-23.666340058050686,-46.656312511812736
7681232,04850160,Rua Santo Antonio De Ossela,Parque Cocaia,-23.75130068111425,-46.67771630719818
7787944,04203003,Rua Bom Pastor,Sacoma,-23.600108568594557,-46.60454746948123
7762429,04890320,Praca Ivan Bertolazzi,Parelheiros,-23.828188285748286,-46.73080285711157
9018956,08260140,Rua Tomoichi Shimizu,Jose Bonifacio,-23.577546477693716,-46.43968725491219
2840014,04815020,Avenida Do Jangadeiro,Cidade Dutra,-23.70732033707321,-46.69724408765461
6768016,08010090,Avenida Marechal Tito,Itaim Paulista,-23.49115799312636,-46.40334357872323
6866565,01532001,Rua Castro Alves,Aclimacao,-23.568496684855866,-46.63718915247216
6501443,02122080,Rua Doutor Edson De Melo,Vila Maria,-23.512480173705914,-46.583086693986765
6520081,01223001,Rua Marques De Itu,Vila Buarque,-23.543853331916395,-46.648385813530524
6683975,02122085,Travessa Edson De Melo,Vila Maria,-23.51204317545795,-46.584130088841455
6448410,05004000,Rua Doutor Candido Espinheira,Barra Funda,-23.53278609000356,-46.66448946434475
6608671,08070000,Avenida Sao Miguel,Uniao Vila Nova,-23.49069407000297,-46.45560308643639
7094957,02991000,Estrada Das Taipas,Jaragua,-23.440588739875363,-46.73112062797508
6889050,02220070,Rua Canapolis,Vila Medeiros,-23.492337965722424,-46.578936412895516
6904564,08270000,Avenida Afonso De Sampaio E Sousa,Jardim Nossa Senhora Do Carmo,-23.565729371880284,-46.46769996838154
7018509,08121230,Rua Grapueta,Itaim Paulista,-23.50146687622619,-46.38697998123622
9152490,02187040,Alameda Subtenente Francisco Hierro,Parque Novo Mundo,-23.51419274983184,-46.56512368088593
9884815,02738000,Avenida Joao Paulo I,Brasilandia,-23.481839070192382,-46.6863310112205
7956126,05208240,Rua Embaixador Alexandre Conty,Vila Nova Perus,-23.409241185100544,-46.75434059441544
2927578,03819160,Avenida Luiz Imparato,Jardim Danfer,-23.500857345293948,-46.49762543842438
1074709,01249000,Rua Cassio Martins Vilaca,Pacaembu,-23.548658527903118,-46.670154905136926
1086839,05755090,Avenida Anace,Jardim Umarizal,-23.620455161617553,-46.75613962374164
4216016,05894400,Rua Povoa De Varzim,Jardim Macedonia,-23.651400179849922,-46.79016648373078
9255842,03641000,Rua Mirandinha,Penha De Franca,-23.527198785562437,-46.53622297467165
9171908,04858002,Avenida Senador Teotonio Vilela,Balneario Sao Jose,-23.7680687112309,-46.717788083910804
9164510,05843160,Rua Arlindo Fraga De Oliveira,Jardim Sao Luis,-23.651560803784694,-46.734858064676736
7352115,01224011,Rua Doutor Martinico Prado,Vila Buarque,-23.54261844685879,-46.6550276983276
9252630,03988000,Avenida Sapopemba,Jardim Planalto,-23.60886439012246,-46.50602412816297
6160867,08010110,Rua Amadeu Gamberini,Jardim Helena,-23.485960832602967,-46.42223392289344
9152644,04125120,Rua Delmira Ferreira,Vila Firmiano Pinto,-23.60151454931695,-46.61704186237513
7030622,02235001,Avenida Roland Garros,Jardim Brasil,-23.47677563674603,-46.57334736968052
7272820,05461010,Avenida Professor Fonseca Rodrigues,Alto De Pinheiros,-23.546621645906743,-46.71790581274501
9722025,03518010,Rua Visconde Do Uruguai,Vila Matilde,-23.542598667483425,-46.5240534773809
9909966,08210160,Rua Heitor,Itaquera,-23.54097379370767,-46.45553004449413
9349707,03647000,Rua Maria Carlota,Vila Esperanca,-23.52738038888224,-46.52793401461671
9332863,05048000,Rua Marco Aurelio,Vila Romana,-23.530707598049506,-46.69898126399943
9085580,02464700,Avenida Imirim,Imirim,-23.476926431956255,-46.662897500438696
9369295,04702000,Avenida Santo Amaro,Jardim Das Acacias,-23.62873402600468,-46.689579548794654
7272073,03560000,Rua Doutor Nelson Madureira,Vila Matilde,-23.54600919593875,-46.50160602379722
7448678,03510010,Rua Capitao Jose Leite,Vila Matilde,-23.540781221992695,-46.52965671114367
7271891,01212030,Rua General Couto De Magalhaes,Luz,-23.536467409387893,-46.63728442797324
6928269,03362030,Rua Cristovao Girao,Vila Formosa,-23.566083125454913,-46.543610373810665
7659695,05110000,Avenida Mutinga,Sao Domingos,-23.493694236629242,-46.749331233153875
7490968,03928240,Avenida Arquiteto Vilanova Artigas,Sapopemba,-23.604528206755397,-46.50185845506548
9712429,01032001,Rua Brigadeiro Tobias,Luz,-23.539362326973315,-46.634923207677446
9626255,01125000,Rua Da Graca,Vila Penteado,-23.476883006997785,-46.68223071017615
9652108,02993040,Rua Pastoril De Almenara,Jaragua,-23.451296985534782,-46.73244977237095
9546979,03379000,Avenida Antonio Manograsso,Vila Iara,-23.576587730957694,-46.536067526515204
7018312,08440480,Rua Grupo Escolar,Lajeado,-23.53442161914175,-46.410373952685944
6984150,03654010,Rua Alicante,Vila Granada,-23.525394455616038,-46.516568683328366
9822631,08270020,Rua Madre Sofia Marchetti,Parque Do Carmo,-23.552891211171527,-46.4619364734179
7257902,01104000,Rua Sao Caetano,Bom Retiro,-23.535406936506263,-46.62715904220648
9449698,08110110,Rua Ituacu,Itaim Paulista,-23.504175485775484,-46.40142123555115
1076108,05134100,Rua Iperara,Sao Domingos,-23.48915550024759,-46.745682545421424
1130528,04131020,Rua Tupanaci,Vila Gumercindo,-23.605808224675876,-46.61823607053144
6018912,04893000,Estrada Engenheiro Marsilac,Marsilac,-23.90279540046635,-46.73723317983788
2787628,04856140,Rua Doutor Juvenal Hudson Ferreira,Jd Mirna,-23.769869850926483,-46.69788531884186
6144098,03215080,Praca Conde De Sao Januario,Vila California,-23.605057939638673,-46.55536727243724
6143202,08310010,Rua Bandeira De Aracambi,Jardim Rodolfo Pirani,-23.630750951538825,-46.457045147807605
2752220,03726100,Rua Augusto Correa Leite,Cangaiba,-23.500642394566423,-46.51714362502498
6158471,03223170,Rua Planalto De Conquista,Jardim Independencia,-23.58799476949003,-46.56058192336271
2787733,08190450,Rua Rio Manuel Alves,Vila Itaim,-23.486184838737998,-46.39326704702882
2042983,04177380,Rua Doutor Lafaiette De Sousa Camargo,Jardim Climax,-23.63836600036594,-46.606877250462375
4050185,04913120,Rua Dinar,Jardim Bandeirantes,-23.681041141126915,-46.73838983326807
4050398,03980120,Rua Boleadeiras,Jardim Elba,-23.616231475550844,-46.516270734393366
3565564,04888190,Estrada Ecoturistica De Parelheiros,Parelheiros,-23.81704521879352,-46.73192635883751
3097455,02990380,Rua Das Orquideas,Jaragua,-23.443065555880455,-46.671321633608905
2787598,04129040,Rua Dom Lucio De Sousa,Vila Gumercindo,-23.602198918469977,-46.62284018863219
2042975,01552000,Avenida Dom Pedro I,Vila Monumento,-23.572974144065345,-46.61108696697408
5094062,04710010,Rua Diogo De Quadros,Jardim Das Acacias,-23.628942230061007,-46.69379977036357
2091712,02518020,Rua Mourao Vieira,Casa Verde Baixa,-23.509125642927593,-46.664192428386606
2751941,05078000,Rua Brigadeiro Gaviao Peixoto,Alto Da Lapa,-23.52418072700485,-46.715952055813084
2082314,05078000,Rua Brigadeiro Gaviao Peixoto,Alto Da Lapa,-23.52418072700485,-46.715952055813084
2076896,02276140,Rua Michel Ouchana,Jacana,-23.460432730004943,-46.582099864158174
2084139,03921080,Rua Antonio Lazaro,Jardim Iva,-23.58797463662306,-46.513540668762104
2075407,02168050,Praca Engenheiro Hugo Brandi,Vila Maria,-23.51787120025982,-46.57732760041863
3993329,05786040,Rua Batista Crespo,Vila Pirajussara,-23.63268703447473,-46.77150793869185
3684784,04727001,Rua Braganca Paulista,Vila Cruzeiro,-23.64150770027528,-46.716514700035574
5724252,04635010,Rua Albuquerque Sousa Muniz,Vila Alexandria,-23.64080411980215,-46.66833511810449
6040373,03136030,Rua Torquato Tasso,Vila Prudente,-23.57811905542103,-46.57902723036758
6180019,01520010,Rua Barao De Jaguara,Cambuci,-23.56123461328204,-46.6192776684026
3985520,04304010,Avenida Fagundes Filho,Vila Monte Alegre,-23.62669387995713,-46.6361046689031
3482863,05468140,Rua Pio Xi,Alto Da Lapa,-23.537490000039206,-46.71435301589266
3844641,02721000,Avenida Deputado Emilio Carlos,Limao,-23.500160746543944,-46.674419047648065
3803619,04304000,Avenida Fagundes Filho,Vila Monte Alegre,-23.627066380235515,-46.636191552470756
6262422,02333001,Avenida Agua Fria,Mandaqui,-23.476944494320264,-46.6204406275531
5845483,03351110,Rua Lavinia Ribeiro,Vila Diva,-23.573083912658316,-46.56587687219116
6304540,02515000,Rua Doutor Cesar Castiglioni Junior,Casa Verde Baixa,-23.510422015492516,-46.65935312822533
6025315,01533010,Rua Nilo,Aclimacao,-23.57176448181038,-46.63732993122434
3777146,04707020,Rua Professor Doutor Jose Marques Da Cruz,Jardim Das Acacias,-23.626218096099933,-46.68945642852307
3378128,03647020,Rua Isabel,Vila Esperanca,-23.52366630893347,-46.52759449257431
5665515,02959000,Avenida Ministro Petronio Portela,Moinho Velho,-23.49033675228859,-46.693929455844724
3847748,02450000,Alameda Afonso Schmidt,Santa Teresinha,-23.49865123815332,-46.63747045524635
5296102,01246010,Rua Itajobi,Pacaembu,-23.5526287001099,-46.66632029976427
5289521,04601030,Rua Carlo Prina,Brooklin,-23.62027821435172,-46.682538071472315
5396034,05208110,Rua Julio Maciel,Recanto Dos Humildes,-23.412743237397468,-46.75252603097888
3823237,04737000,Rua Ministro Roberto Cardoso Alves,Alto Da Boa Vista,-23.65667221870907,-46.7122816779443
5318254,03645000,Rua Jorge Augusto,Vila Esperanca,-23.526188931062254,-46.530577492820505
6111777,04750080,Rua Cerqueira Cesar,Jardim Abrantes,-23.649881470077826,-46.70907869143844
3918130,01040000,Avenida Ipiranga,Republica,-23.543253318632615,-46.64087052720356
3157148,04011002,Rua Estela,Vl Mariana,-23.580486241486025,-46.64821899985735
6164528,03542000,Rua Astorga,Vila Matilde,-23.529690748648672,-46.513624602795325
3893456,01122000,Rua Ribeiro De Lima,Bom Retiro,-23.531591565150844,-46.63655460793502
5489687,03365060,Rua Irma Clotilde,Vila Formosa,-23.567957711889015,-46.538805889971364
6165915,05625020,Rua Ibiapaba,Vila Sonia,-23.592286628725876,-46.729710192768934
5273595,04208002,Rua Silva Bueno,Sacoma,-23.600616446558163,-46.60085677436717
6202209,05328000,Avenida Antonio De Souza Noschese,Jaguare,-23.535398256867687,-46.7590614432143
6265073,03043070,Rua Domingos Paiva,Bras,-23.54553858479177,-46.61758845789692
5099552,08140010,Praca Silva Teles,Itaim Paulista,-23.497567421156543,-46.40065284220462
5179246,03355000,Rua Acurui,Vila Antonina,-23.558050687134585,-46.55337438012964
5927307,08381710,Rua Padre Josimo Morais Tavares,Iguatemi,-23.613070447528926,-46.426978227940744
6300677,05628030,Rua Salomao Wainberg,Vila Sonia,-23.598853684233365,-46.73266654384396
3080986,05012020,Rua Tavares Bastos,Vila Pompeia,-23.533115425579034,-46.688295897644004
3644073,08215000,Rua Professor Brito Machado,Itaquera,-23.53880156804473,-46.44708050439596
3218937,05685090,Rua Barao De Santa Eulalia,Real Parque,-23.60567112754431,-46.707066817879216
3661075,02132130,Praca Ten Shi,Vila Maria,-23.50114675009055,-46.57394512499555
5680867,04734004,Avenida Adolfo Pinheiro,Alto Da Boa Vista,-23.64664455754052,-46.70161789636009
5123488,01511001,Rua Conselheiro Furtado,Liberdade,-23.56305562408787,-46.63282042477859
5234336,04025010,Rua Leandro Dupret,Vila Clementino,-23.59541684935145,-46.64639465717391
3764346,04025010,Rua Leandro Dupret,Vila Clementino,-23.59541684935145,-46.64639465717391
5369304,02464200,Avenida Imirim,Imirim,-23.491825607510773,-46.649268847366514
6216153,02049000,Avenida Otto Baumgart,Vila Guilherme,-23.51311928170298,-46.61556320428542
5734800,02333000,Avenida Agua Fria,Mandaqui,-23.48325482549217,-46.6227466568267
5658012,04304000,Avenida Fagundes Filho,Vila Monte Alegre,-23.627066380235515,-46.636191552470756
5250366,01529020,Rua Loureiro Da Cruz,Aclimacao,-23.56969582412516,-46.63475609854127
3261107,04025010,Rua Leandro Dupret,Vila Clementino,-23.59541684935145,-46.64639465717391
5784891,08410000,Rua Salvador Gianetti,Guaianazes,-23.551158636518867,-46.419825231653114
5678064,03050000,Rua Gomes Cardim,Bras,-23.544842275570677,-46.612506194875216
6113559,01506000,Rua Galvao Bueno,Liberdade,-23.56075653251826,-46.634782554975295
6129277,08110320,Rua Barena,Itaim Paulista,-23.498520868311477,-46.40311310133915
3806154,03658000,Rua Itingucu,Vila Re,-23.529376112310548,-46.50003012915113
5879485,08295000,Avenida Itaquera,Itaquera,-23.54616859783367,-46.465976511085884
3650820,03512010,Rua Doutor Pelagio Marques,Vila Matilde,-23.538044220119193,-46.5267769265358
3307093,04750080,Rua Cerqueira Cesar,Jardim Abrantes,-23.649881470077826,-46.70907869143844
